Region,Winery Name,Street Address,City,State,Phone,Website,,,,lat,lon
Southern Virginia,Altillo Vineyards,620 Level Run Rd.,Hurt,VA,434-324-4160,altillovineyards.com,,,,37.0648125,-79.24445704
Southern Virginia,American Way Country Wines,13750 Hwy. 47,Chase City,VA,434-262-1250,americanwaycountrywines.com,,,,36.7993418,-78.4585771
Southern Virginia,Bright Meadows Farm,1181 Nathalie Rd.,Nathalie,VA,434-349-9463,brightmeadowsfarm.com,,,,36.932911,-78.949448
Southern Virginia,Hamlet Vineyards,405 Riverside Dr.,Bassett,VA,276-629-2121,hamletvineyards.com,,,,36.735099,-79.962893
Southern Virginia,Hunting Creek Vineyards,2000 Addie Williams Tr.,Clover,VA,434-454-9219,hcvwines.com,,,,36.8326402,-78.7333385
Southern Virginia,Rosemont Vineyards,1050 Blackridge Rd.,La Crosse,VA,434-636-9463,rosemontofvirginia.com,,,,36.591661,-78.065791
Southern Virginia,The Homeplace Vineyard,568 Rigney Cir.,Chatham,VA,434-432-9463,thehomeplacevineyard.com,,,,36.86776,-79.473514
Southern Virginia,Three Sisters of Shiney Rock,5484 Shiney Rock Rd.,Clarksville,VA,434-298-6693,threesistersofshineyrock.com,,,,36.551863,-78.59956
Southern Virginia,Woodbine Vineyards,1142 Hite Dr.,Buffalo Junction,VA,434-222-1459,woodbinevineyardsandwinery.com,,,,36.6048497,-78.6304968
Shenandoah Valley,12 Ridges Vineyard,24981 Blue Ridge Parkway,Vesuvius,VA,434-996-4252,12ridges.com,,,,37.896244,-79.121436
Shenandoah Valley,Above Ground Winery,975 McKinley Rd.,Middlebrook,VA,540-430-4394,agwinery.com,,,,38.042652,-79.298762
Shenandoah Valley,Barren Ridge Vineyards,984 Barren Ridge Rd.,Fishersville,VA,540-248-3300,barrenridgevineyards.com,,,,38.133606900000004,-78.95602617
Shenandoah Valley,Blue Ridge Vineyard,1027 Shiloh Dr.,Eagle Rock,VA,540-798-7642,blueridgevineyard.com,,,,37.6406864,-79.8011563
Shenandoah Valley,Bluestone Vineyard,4828 Spring Creek Rd.,Bridgewater,VA,540-828-0099,bluestonevineyard.com,,,,38.387521,-79.009498
Shenandoah Valley,Briedé Family Vineyards,450 Green Spring Rd.,Winchester,VA,540-664-2048,briedevineyards.com,,,,39.298409,-78.154352
Shenandoah Valley,Brix and Columns Vineyards,1501 Dave Berry Rd.,McGaheysville,VA,540-810-0566,brixandcolumns.com,,,,38.3694974,-78.696842
Shenandoah Valley,Cave Ridge Vineyard,1476 Conicville Rd.,Mt. Jackson,VA,540-477-2585,caveridge.com,,,,38.814569,-78.669093
Shenandoah Valley,Ciders From Mars,121 S. Lewis St.,Staunton,VA,540-416-2120,cidersfrommars.com,,,,38.1474839,-79.074228
Shenandoah Valley,Common Wealth Crush Co.,1010 E. Main St. Ste. 110,Waynesboro,VA,,commonwealthcrush.com,,,,38.06475789795919,-78.87479612
Shenandoah Valley,CrossKeys Vineyards,6011 E. Timber Ridge Rd.,Mt. Crawford,VA,540-234-0505,crosskeysvineyards.com,,,,38.32282,-78.85085
Shenandoah Valley,Ecco Adesso Vineyards,340 Ecco Adesso Ln.,Fairfield,VA,540-817-0419,eccoadesso.com,,,,37.835917,-79.307848
Shenandoah Valley,Glen Manor Vineyards,2244 Browntown Rd.,Front Royal,VA,540-635-6324,glenmanorvineyards.com,,,,38.9179069,-78.1918077
Shenandoah Valley,Great Valley Farm Brewery & Winery,60 Great Valley Ln.,Natural Bridge,VA,540-521-6163,greatvalleyfarmbrewery.com,,,,37.680196,-79.513085
Shenandoah Valley,Halcyon Days Cider Co.,4135 S. Lee Hwy.,Natural Bridge,VA,540-291-1340,halcyondayscider.com,,,,37.681351,-79.496563
Shenandoah Valley,Hermitage Hill Cider at Stable Craft Brewing,375 Madrid Rd.,Waynesboro,VA,540-490-2609,stablecraftbrewing.com,,,,38.1601126,-78.9061107
Shenandoah Valley,Honey & Hops Brew Works,212 E. Main St.,Front Royal,VA,540-692-6032,honeyandhopsbrewworks.com,,,,38.917855450000005,-78.19109815
Shenandoah Valley,James Charles Winery & Vineyard,4063 Middle Rd.,Winchester,VA,540-931-4386,jamescharleswine.com,,,,39.125869,-78.230607
Shenandoah Valley,Jump Mountain Vineyard,1493 Walkers Creek Rd.,Rockbridge Baths,VA,540-348-6730,jumpwines.com,,,,37.9345498,-79.3851094
Shenandoah Valley,Lexington Valley Vineyard,80 Norton Way,Rockbridge Baths,VA,540-462-2974,lexingtonvalleyvineyard.com,,,,37.898921,-79.4068338
Shenandoah Valley,Lightwell Survey Wines,200 W. 12th St. Unit D53,Waynesboro,VA,,lightwellsurvey.com,,,,38.062108,-78.888525
Shenandoah Valley,Marceline Vineyards,5887 Cross Keys Rd.,Mt. Crawford,VA,540-212-9798,marcelinevineyards.com,,,,38.323392,-78.868727
Shenandoah Valley,Misty Mountain Meadworks,661 Warm Springs Rd.,Winchester,VA,540-336-2273,mistymountainmead.com,,,,39.290026,-78.163319
Shenandoah Valley,Muse Vineyards,16 Serendipity Ln.,Woodstock,VA,540-459-7033,musevineyards.com,,,,38.857373,-78.50143
Shenandoah Valley,North Mountain Vineyard & Winery,4374 Swartz Rd.,Maurertown,VA,540-436-9463,northmountainvineyard.com,,,,38.949261,-78.478349
Shenandoah Valley,Old Hill Cider,17768 Honeyville Rd.,Timberville,VA,540-896-7582,showaltersorchard.com,,,,38.667709,-78.796574
Shenandoah Valley,Ox-Eye Vineyards,44 Middlebrook Ave.,Staunton,VA,540-849-7926,oxeyevineyards.com,,,,38.14695,-79.074031
Shenandoah Valley,Reitano Vineyards,137 Lee Burke Rd.,Front Royal,VA,540-550-0334,reitanovineyards.com,,,,38.9179069,-78.1918077
Shenandoah Valley,Rockbridge Vineyard & Brewery,35 Hill View Ln.,Raphine,VA,540-377-6204,rockbridgevineyard.com,,,,37.9373548,-79.2328102
Shenandoah Valley,Saga Meadery & Winery,7 South St.,Front Royal,VA,339-221-3115,sagameadery.com,,,,38.911874142857144,-78.19430078
Shenandoah Valley,Sage Bird Ciderworks,325 N. Liberty St.,Harrisonburg,VA,540-607-8084,sagebirdciderworks.com,,,,38.45306845,-78.87001265
Shenandoah Valley,Shenandoah Vineyards,3659 S. Ox Rd.,Edinburg,VA,540-984-8699,shenandoahvineyardsva.com,,,,38.848959,-78.559001
Shenandoah Valley,Star in the Valley Estate Winery,33 Amos Ln.,Strasburg,VA,540-514-1687,starinthevalley.com,,,,39.033407499999996,-78.4139001
Shenandoah Valley,Star Party,27 W. Beverley St.,Staunton,VA,540-416-2267,starpartywinery.com,,,,38.14960805,-79.0735667
Shenandoah Valley,The Winery at Kindred Pointe,3575 Conicville Rd.,Mt. Jackson,VA,540-477-3570,kindredpointe.com,,,,38.796689,-78.651894
Shenandoah Valley,Third Hill Winery at DeMello Vineyards,2110 Quicksburg Rd.,Quicksburg,VA,540-740-8464,demellovineyardsthirdhillwinery.com,,,,38.702489,-78.692223
Shenandoah Valley,Twin Oaks Tavern Winery,18035 Raven Rocks Rd.,Bluemont,VA,540-554-4547,twinoakstavernwinery.com,,,,39.120993,-77.84495
Shenandoah Valley,Valerie Hill Vineyard & Winery,1687 Marlboro Rd.,Stephens City,VA,540-869-9567,valeriehillwinery.com,,,,39.09023,-78.273601
Shenandoah Valley,Veramar Vineyard,905 Quarry Rd.,Berryville,VA,540-955-5510,veramar.com,,,,39.118007,-77.914616
Shenandoah Valley,White Oak Lavender & The Purple Wolf Vineyard,2644 Cross Keys Rd.,Rockingham,VA,540-421-6345,whiteoaklavender.com,,,,38.3631894,-78.8381548
Shenandoah Valley,Winchester Ciderworks,30 E. Piccadilly St.,Winchester,VA,540-686-7832,winchesterciderworks.com,,,,39.1862832,-78.163799
Shenandoah Valley,Wisteria Farm & Vineyard,1126 Marksville Rd.,Stanley,VA,540-742-5215,wisteriavineyard.com,,,,38.574266,-78.47429
Shenandoah Valley,Wolf Gap Vineyard & Winery,123 Stout Rd.,Edinburg,VA,540-984-3306,wolfgapvineyard.com,,,,38.827287,-78.632326
Northern Virginia,50 West Vineyards,39060 Little River Tpke.,Middleburg,VA,571-367-4760,50westvineyards.com,,,,38.981214,-77.658302
Northern Virginia,8 Chains North,38593 Daymont Ln.,Waterford,VA,571-439-2255,8chainsnorth.com,,,,39.1796411,-77.66689354
Northern Virginia,868 Estate Vineyards,14001 Harpers Ferry Rd.,Hillsboro,VA,540-668-7008,868estatevineyards.com,,,,27.9129,-82.2923
Northern Virginia,Arterra Wines,1808 Leeds Manor Rd.,Delaplane,VA,540-422-3443,arterrawines.com,,,,38.967483,-77.971903
Northern Virginia,Aspen Dale Winery at The Barn,11083 John Marshall Hwy.,Delaplane,VA,540-364-1722,aspendalewinery.com,,,,38.907228,-77.919609
Northern Virginia,Bacchus Winery,6320 Five Mile Centre Park,Fredericksburg,VA,540-903-0917,bacchusva.com,,,,38.288308,-77.55387
Northern Virginia,Barrel Oak Winery and Brewery,3623 Grove Ln.,Delaplane,VA,540-364-6402,barreloak.com,,,,38.885341,-77.896112
Northern Virginia,Bleu Frog Vineyards,16413 James Monroe Hwy.,Leesburg,VA,703-297-2617,bleufrogvineyards.com,,,,39.163159,-77.541749
Northern Virginia,Blue Valley Vineyard and Winery,5535 Blue Valley Way,Delaplane,VA,540-364-2347,bluevalleyvineyardandwinery.com,,,,38.892139,-77.901496
Northern Virginia,Blue Wall Cider & Wine,40614 Charles Town Pike,Paeonian Springs,VA,540-454-2505,bluewallcider.com,,,,39.1495831,-77.61619062
Northern Virginia,Bluemont Vineyard,18755 Foggy Bottom Rd.,Bluemont,VA,540-554-8439,bluemontvineyard.com,,,,39.097377,-77.836234
Northern Virginia,Boxwood Estate Winery,2042 Burrland Ln.,Middleburg,VA,540-687-8778,boxwoodwinery.com,,,,38.959786,-77.746471
Northern Virginia,Bozzo Family Vineyards,35226 Charles Town Pike,Purcellville,VA,571-918-9001,bozwines.com,,,,39.23839,-77.754359
Northern Virginia,Breaux Vineyards,36888 Breaux Vineyards Ln.,Purcellville,VA,540-668-6299,breauxvineyards.com,,,,39.231783,-77.726494
Northern Virginia,Cana Vineyards and Winery of Middleburg,38600 Little River Tpke.,Middleburg,VA,703-348-2458,canavineyards.com,,,,38.978473,-77.668662
Northern Virginia,Capstone Vineyards,13400 Crimson Ln.,Linden,VA,540-308-9463,capstonevineyards.com,,,,38.911969,-78.069038
Northern Virginia,Carriage House Wineworks,40817 Browns Ln.,Waterford,VA,571-239-9120,chwwinery.com,,,,39.1886377,-77.58934261
Northern Virginia,Casanel Vineyards and Winery,17956 Canby Rd.,Leesburg,VA,540-751-1776,casanelvineyards.com,,,,39.11798,-77.628291
Northern Virginia,Chateau O'Brien at Northpoint,3238 Rail Stop Rd.,Markham,VA,540-364-6441,chateauobrien.com,,,,41.60113,-87.695709
Northern Virginia,Chester Gap Cellars,4615 Remount Rd.,Front Royal,VA,540-636-8086,chestergapcellars.com,,,,38.9089085,-78.18485667
Northern Virginia,Chrysalis Vineyards at The Ag District,39025 Little River Tpke.,Middleburg,VA,540-687-8222,chrysaliswine.com,,,,38.971129,-77.657325
Northern Virginia,Cobbler Mountain Cellars Cidery,5909 Long Fall Ln.,Delaplane,VA,703-344-8610,cobblermountain.com,,,,38.847118,-77.945581
Northern Virginia,Corcoran Vineyards and Cider,14635 Corkys Farm Ln.,Waterford,VA,540-882-9073,corcoranvineyards.com,,,,39.21121355,-77.65374892
Northern Virginia,Creek's Edge Winery,41255 Annas Ln.,Lovettsville,VA,540-822-3825,creeksedgewinery.com,,,,39.255885,-77.572511
Northern Virginia,Crimson Lane Vineyards,13334 Crimson Ln.,Linden,VA,540-506-5062,crimsonlanevineyards.com,,,,42.73358,-106.27947
Northern Virginia,Crushed Cellars,37938 Charles Town Pike,Purcellville,VA,571-374-9463,crushedcellars.com,,,,39.188351,-77.690522
Northern Virginia,Delaplane Cellars,2187 Winchester Rd.,Delaplane,VA,540-592-7210,delaplanecellars.com,,,,38.95017,-77.935023
Northern Virginia,Domaine Fortier,13235 Milltown Rd.,Lovettsville,VA,703-870-1225,domainefortier.com,,,,39.247638,-77.62478
Northern Virginia,Doukénie Winery,14727 Mountain Rd.,Hillsboro,VA,540-668-6464,doukeniewinery.com,,,,39.211521649999995,-77.7093591
Northern Virginia,Eagletree Farm Vineyards,15100 Harrison Hill Ln.,Leesburg,VA,703-851-0699,eagletreevineyards.com,,,,39.198695,-77.493885
Northern Virginia,Eden Try Estate Winery,6818 River Rd.,Fredericksburg,VA,818-468-2936,edentrywinery.com,,,,38.329098,-77.572847
Northern Virginia,Effingham Manor Winery,14325 Trotters Ridge Place,Nokesville,VA,703-594-2300,effinghammanor.com,,,,38.6382694,-77.52195855
Northern Virginia,Endhardt Vineyards,19600 Lincoln Rd.,Purcellville,VA,,endhardtvineyards.com,,,,39.073264,-77.694095
Northern Virginia,Fabbioli Cellars,15669 Limestone School Rd.,Leesburg,VA,703-771-1197,fabbioliwines.com,,,,39.181796,-77.518862
Northern Virginia,Firefly Cellars,40325 Charles Town Pike,Hamilton,VA,703-314-5650,fireflycellars.com,,,,39.150063,-77.625482
Northern Virginia,Fleetwood Farm Winery,23075 Evergreen Mills Rd.,Leesburg,VA,703-722-2124,fleetwoodfarmwinery.com,,,,38.988844,-77.562309
Northern Virginia,Fox Meadow Vineyards and Winery,3310 Freezeland Rd.,Linden,VA,540-636-6777,foxmeadowwinery.com,,,,38.936093,-78.046247
Northern Virginia,Gadino Cellars,92 Schoolhouse Rd.,Washington,VA,540-987-9292,gadinocellars.com,,,,38.682314,-78.170985
Northern Virginia,Good Spirit Winery,35113 Snickersville Tpke.,Round Hill,VA,571-479-3417,goodspiritfarmva.com,,,,39.087918,-77.795147
Northern Virginia,Granite Heights Winery,8141 Opal Rd.,Warrenton,VA,540-349-5185,gh.wine,,,,38.637906,-77.843668
Northern Virginia,Gray Ghost Vineyards,14706 Lee Hwy.,Amissville,VA,540-937-4869,grayghostvineyards.com,,,,38.677669,-78.004591
Northern Virginia,Greenhill Vineyards,23595 Winery Ln.,Middleburg,VA,540-687-6968,experiencegreenhill.com,,,,38.966007,-77.705213
Northern Virginia,Hidden Brook Winery,43301 Spinks Ferry Rd.,Leesburg,VA,703-737-3935,hiddenbrookwinery.com,,,,39.20763,-77.499809
Northern Virginia,Hiddencroft Vineyards,12202 Axline Rd.,Lovettsville,VA,540-535-5367,hiddencroftvineyards.com,,,,39.273599,-77.674392
Northern Virginia,Hillsborough Winery Brewery & Vineyard,36716 Charles Town Pike,Hillsboro,VA,540-668-6216,hillsboroughwine.com,,,,39.206159799999995,-77.73373954
Northern Virginia,Kalero Vineyard,36140 Charles Town Pike,Purcellville,VA,540-717-8118,kalerovineyard.com,,,,39.21569,-77.742744
Northern Virginia,Lake Anna Winery,5621 Courthouse Rd.,Spotsylvania,VA,540-895-5085,lawinery.com,,,,38.1121831,-77.7660905
Northern Virginia,Linden Vineyards,3708 Harrels Corner Rd.,Linden,VA,540-364-1997,lindenvineyards.com,,,,38.880734,-78.07164
Northern Virginia,Little Washington Winery and Brewery,72 Christmas Tree Ln.,Washington,VA,540-987-8330,littlewashingtonwinery.com,,,,38.693734,-78.18761
Northern Virginia,Lost Boy Cider,317 Hooffs Run Dr.,Alexandria,VA,703-566-5737,lostboycider.com,,,,38.7987804,-77.0633025
Northern Virginia,Magnolia Vineyards & Winery,200 Viewtown Rd.,Amissville,VA,703-785-8190,magnoliavineyards.com,,,,38.645157,-78.032051
Northern Virginia,Mattaponi Winery,7530 Morris Rd.,Spotsylvania Courthouse,VA,540-582-2897,mattaponiwinery.com,,,,38.144042,-77.59357178
Northern Virginia,Mediterranean Cellars,8295 Falcon Glen Rd.,Warrenton,VA,540-428-1984,mediterraneancellars.com,,,,38.757295,-77.853183
Northern Virginia,Molon Lave Vineyards,10075 Lees Mill Rd.,Warrenton,VA,540-439-5460,molonlavevineyards.com,,,,38.62059735,-77.82399255
Northern Virginia,Morais Vineyards & Winery,11409 Marsh Rd.,Bealeton,VA,540-729-4823,moraisvineyards.com,,,,38.56706145,-77.75125832
Northern Virginia,Mountain Run Winery,10753 Mountain Run Lake Rd.,Culpeper,VA,703-638-5559,mountainrunwinery.com,,,,38.463915232780636,-78.05605031
Northern Virginia,Mt. Defiance Cider Barn,495 E. Washington St.,Middleburg,VA,540-883-3176,mtdefiance.com,,,,38.971294893939394,-77.7296382
Northern Virginia,Naked Mountain Winery and Vineyards,2747 Leeds Manor Rd.,Markham,VA,540-364-1609,nakedmtnwinery.com,,,,38.9281598,-77.998
Northern Virginia,Narmada Winery,43 Narmada Ln.,Amissville,VA,540-937-8215,narmadawinery.com,,,,38.691682,-78.025574
Northern Virginia,Nokesville Winery,12593 Foremost Ct.,Nokesville,VA,703-330-3467,nokesvillewinery.com,,,,38.684041,-77.570738
Northern Virginia,Notaviva Farm Brewery & Winery,13274 Sagle Rd.,Hillsboro,VA,540-668-6756,notaviva.com,,,,39.198654,-77.7244269
Northern Virginia,October One Vineyard – Tasting Shop,7 Loudoun St. SW,Leesburg,VA,,octoberonevineyard.com/wine-tasting-shop-leesburg/,,,,39.1143584,-77.5659633
Northern Virginia,Old Farm Winery at Hartland,23583 Fleetwood Rd.,Aldie,VA,571-899-4380,oldfarmwineryhartland.com,,,,38.968365199999994,-77.56916335
Northern Virginia,Old House Vineyards,18351 Corkys Ln.,Culpeper,VA,540-423-1032,oldhousetoday.com,,,,38.4548144,-77.9128604
Northern Virginia,Old Trade Brewery & Cidery,13270 Alanthus Rd.,Brandy Station,VA,540-729-1740,oldtradebrewery.com,,,,38.51867765,-77.90761306
Northern Virginia,Otium Cellars,18050 Tranquility Rd.,Purcellville,VA,540-338-2027,otiumcellars.com,,,,39.115416,-77.745204
Northern Virginia,Paradise Springs Winery,13219 Yates Ford Rd.,Clifton,VA,703-830-9463,paradisespringswinery.com,,,,38.7656462,-77.4050859
Northern Virginia,Pearmund Cellars,6190 Georgetown Rd.,Broad Run,VA,540-347-3475,pearmundcellars.com,,,,38.78455,-77.738849
Northern Virginia,Philip Carter Winery of Virginia,4366 Stillhouse Rd.,Hume,VA,540-364-1203,pcwinery.com,,,,38.856052,-77.990862
Northern Virginia,Potomac Point Vineyard & Winery,275 Decatur Rd.,Stafford,VA,540-446-2266,potomacpointwinery.com,,,,38.45198833876339,-77.36227738
Northern Virginia,Quattro Goombas Winery and Craft Brewery,22860 James Monroe Hwy.,Aldie,VA,703-327-6052,quattrogoombas.com,,,,38.985428,-77.616799
Northern Virginia,Quièvremont Wine,162 Gid Brown Hollow Rd.,Washington,VA,540-827-4579,quievremont.com,,,,38.689864,-78.211238
Northern Virginia,Rappahannock Cellars,14437 Hume Rd.,Huntly,VA,540-635-9398,rappahannockcellars.com,,,,38.8347266,-78.1140974
Northern Virginia,RdV Vineyards,2550 Delaplane Grade Rd.,Delaplane,VA,540-364-0221,rdvvineyards.com,,,,38.934942050000004,-77.91801464
Northern Virginia,Rogers Ford Farm Winery,14674 Rogers Ford Rd.,Sumerduck,VA,540-439-3707,rogersfordwine.com,,,,38.42499785,-77.73214682
Northern Virginia,Sharp Rock Vineyards,5 Sharp Rock Rd.,Sperryville,VA,540-987-8020,sharprockvineyards.com,,,,38.555382,-78.25501
Northern Virginia,Slater Run Vineyards,1500 Crenshaw Rd.,Upperville,VA,540-878-1476,slaterrun.com,,,,38.9939977,-77.8847178
Northern Virginia,Stone Tower Winery,19925 Hogback Mountain Rd.,Leesburg,VA,703-777-2797,stonetowerwinery.com,,,,39.064085,-77.634888
Northern Virginia,Stonehouse Meadery,36580 Shoemaker School Rd.,Purcellville,VA,571-512-0763,stonehousemeadery.com,,,,39.087545,-77.740671
Northern Virginia,Sunset Hills Vineyard,38295 Fremont Overlook Ln.,Purcellville,VA,540-882-4560,sunsethillsvineyard.com,,,,39.180101,-77.678117
Northern Virginia,Terra Nebulo Vineyards,39892 Old Wheatland Rd.,Waterford,VA,703-622-9117,terranebulo.com,,,,39.19040071324108,-77.61887058
Northern Virginia,The Barns at Hamilton Station Vineyards,16804 Hamilton Station Rd.,Hamilton,VA,540-751-9511,thebarnsathamiltonstation.com,,,,39.152322,-77.645226
Northern Virginia,The Vineyard & Winery at Lost Creek,32 S. King St.,Leesburg,VA,703-443-9836,lostcreekwinery.com,,,,39.1144358,-77.5649059
Northern Virginia,The Wine Reserve at Waterford,38516 Charles Town Pike,Waterford,VA,540-692-9463,waterfordwinereserve.com,,,,39.190512,-77.66981
Northern Virginia,The Winery at Bull Run,15950 Lee Hwy.,Centreville,VA,703-815-2233,wineryatbullrun.com,,,,38.83562,-77.453003
Northern Virginia,The Winery at La Grange,4970 Antioch Rd.,Haymarket,VA,703-753-9360,wineryatlagrange.com,,,,38.8508817,-77.6861043
Northern Virginia,The Winery at Sunshine Ridge Farm,15850 Sunshine Ridge Ln.,Gainesville,VA,703-753-9500,thewineryatsunshineridgefarms.com,,,,38.764452,-77.660214
Northern Virginia,Three Creeks Winery,18548 Harmony Church Rd.,Hamilton,VA,540-369-4655,3creekswinery.com,,,,39.108515,-77.651249
Northern Virginia,Three Fox Vineyards & Farm Brewery,10100 Three Fox Ln.,Delaplane,VA,703-594-6136,threefoxvineyards.com,,,,38.91620915,-77.92591433
Northern Virginia,Two Twisted Posts Winery,12944 Harpers Ferry Rd.,Purcellville,VA,540-668-6540,twotwistedposts.com,,,,39.259243,-77.721387
Northern Virginia,Village Winery,40405 Browns Ln.,Waterford,VA,540-882-3780,villagewineryandvineyards.com,,,,39.186557,-77.60243282
Northern Virginia,Vint Hill Craft Winery,7150 Lineweaver Rd.,Warrenton,VA,540-351-0000,vinthillcraftwinery.com,,,,38.742823,-77.675797
Northern Virginia,Walsh Family Wine,16031 Hillsboro Rd.,Purcellville,VA,540-668-6248,walshfamilywine.com,,,,39.175161,-77.725851
Northern Virginia,Wild Hare Cider Cabin,106A South St. SE,Leesburg,VA,703-402-7956,wildharecider.com,,,,39.1123784,-77.5631984
Northern Virginia,Wild Hare Cider Pub,75 S. 3rd St.,Warrenton,VA,703-402-7956,wildharecider.com,,,,38.7110806,-77.79503147
Northern Virginia,Wilderness Run Vineyards,11109 Plank Rd.,Spotsylvania,VA,540-847-0199,wildernessrunvineyards.com,,,,38.3272111,-77.7190155
Northern Virginia,Williams Gap Vineyard,35521 Sexton Farm Ln.,Round Hill,VA,540-440-1933,williamsgapvineyard.com,,,,39.1489063,-77.78176518
Northern Virginia,Willowcroft Farm Vineyards,38906 Mt. Gilead Rd.,Leesburg,VA,703-777-8161,willowcroftwine.com,,,,39.071419,-77.658264
Northern Virginia,Zephaniah Farm Vineyard,19381 Dunlop Mill Rd.,Leesburg,VA,703-431-1994,zephwine.com,,,,39.081814,-77.622678
